transaction_id,timestamp,sender,receiver,amount,type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,hour_of_day,day_of_week
T1294436,2023-03-17T21:10:54.323783,ACC621873,ACC607588,260.41,withdrawal,travel,Sydney,mobile,False,,-1009.8788364352778,1.09,14,0.15,ACH,230.112.111.208,D3496169,21.0,4.0
T5078589,2023-11-28T12:25:41.033300,ACC539157,ACC900767,69.77,transfer,travel,Toronto,pos,False,,1818.995779451389,-1.44,20,0.2,UPI,48.239.7.167,D6155249,12.0,1.0
T2047906,2023-12-26T23:09:11.080657,ACC210827,ACC934114,905.48,deposit,travel,Berlin,mobile,False,,2039.2385061680557,0.19,14,0.81,UPI,180.50.182.94,D4279519,23.0,1.0
T1493476,2023-07-16T17:19:15.613273,ACC193295,ACC252842,592.42,withdrawal,travel,Tokyo,web,False,,-1331.8782821516668,0.88,20,0.89,UPI,101.194.173.128,D3237712,17.0,6.0
T4373450,2023-09-30T14:46:59.155865,ACC975845,ACC291958,23.08,payment,utilities,London,mobile,False,,1029.5940263747225,-0.79,6,0.78,card,147.167.70.96,D3401543,14.0,5.0
T4277335,2023-08-07T18:58:23.916331,ACC589914,ACC879216,436.67,deposit,other,Sydney,web,False,,1260.8069240655557,-0.01,8,0.06,UPI,193.35.105.93,D2628607,18.0,0.0
T1734292,2023-12-19T20:13:05.589231,ACC969935,ACC917063,45.5,payment,online,Toronto,web,False,,1577.0042815527777,-0.82,6,0.37,ACH,83.239.14.247,D2868897,20.0,1.0
T310029,2023-07-22T23:54:34.587398,ACC928345,ACC800084,1006.01,deposit,utilities,New York,pos,False,,,0.92,6,0.52,wire_transfer,6.13.100.221,D4177662,23.0,5.0
T3420225,2023-03-03T16:27:13.663430,ACC955416,ACC110317,31.66,payment,online,Sydney,web,False,,,1.42,10,0.87,card,255.150.122.74,D7454555,16.0,4.0
T4232250,2023-01-04T22:18:31.808007,ACC702127,ACC706235,271.79,withdrawal,restaurant,Dubai,mobile,False,,-7683.882311141667,0.33,14,0.09,UPI,247.36.245.112,D5360251,22.0,2.0
T3425304,2023-07-24T17:43:10.242517,ACC432740,ACC404943,187.54,withdrawal,restaurant,Berlin,mobile,False,,1004.9562642208332,0.01,4,0.99,ACH,133.99.253.138,D6983514,17.0,0.0
T3608514,2023-08-06T14:55:14.884935,ACC229915,ACC596550,110.7,payment,other,Dubai,web,False,,-70.70553622583333,-1.01,17,0.0,wire_transfer,163.136.224.204,D4573472,14.0,6.0
T2675186,2023-03-07T18:51:54.991944,ACC809720,ACC706716,28.7,payment,other,Berlin,mobile,False,,-5860.152078132222,1.33,6,0.61,card,252.216.114.47,D3378531,18.0,1.0
T325557,2023-04-23T19:24:28.992843,ACC475465,ACC450514,541.01,withdrawal,grocery,Toronto,atm,False,,,-0.88,3,0.04,card,231.144.52.80,D1237413,19.0,6.0
T4419591,2023-06-29T03:35:41.710873,ACC466590,ACC425286,172.27,payment,travel,Berlin,atm,False,,1762.0170384780556,-0.23,13,0.26,wire_transfer,28.0.147.148,D3519064,3.0,3.0
T1637437,2023-06-13T01:32:41.095230,ACC536183,ACC937188,1514.73,deposit,grocery,Dubai,web,False,,3141.6422393325,0.77,9,0.39,UPI,103.245.169.17,D6271667,1.0,1.0
T3253152,2023-07-20T00:55:26.904023,ACC211835,ACC309153,12.09,transfer,utilities,London,mobile,False,,-721.7947885808334,-0.05,3,0.18,card,128.212.121.175,D4005020,0.0,3.0
T3223765,2023-07-26T21:19:49.353773,ACC870646,ACC378263,20.23,transfer,other,Tokyo,mobile,False,,-298.90432894,-0.45,5,0.07,wire_transfer,207.231.99.131,D4335945,21.0,2.0
T346603,2023-09-19T02:06:30.914202,ACC656438,ACC550546,935.97,deposit,restaurant,Dubai,pos,False,,5526.9926096300005,-0.33,13,0.67,ACH,23.87.253.254,D3980357,2.0,1.0
T596960,2023-07-27T17:36:07.873403,ACC775930,ACC331992,1474.04,deposit,online,Berlin,web,False,,,-0.26,1,0.9,ACH,34.97.77.252,D1065528,17.0,3.0
T986113,2023-12-26T08:41:40.349038,ACC708093,ACC656614,17.2,transfer,travel,Toronto,mobile,False,,,-0.17,7,0.98,UPI,89.56.203.72,D7209448,8.0,1.0
T4579201,2023-09-19T06:53:06.778853,ACC557589,ACC332295,144.03,payment,restaurant,New York,mobile,False,,-1231.7835790469446,1.81,5,0.69,ACH,166.27.89.137,D4340787,6.0,1.0
T2152382,2023-07-23T15:57:33.936215,ACC438330,ACC421461,32.43,transfer,online,Berlin,atm,False,,-1473.593178725,-0.71,17,0.41,wire_transfer,35.197.121.85,D1588199,15.0,6.0
T1327553,2023-07-16T10:30:33.581802,ACC305340,ACC365040,38.46,transfer,retail,London,atm,False,,3411.520754831389,-1.33,4,0.63,card,145.182.99.164,D7224392,10.0,6.0
T3244899,2023-03-29T11:15:44.552813,ACC775313,ACC631680,39.7,transfer,online,Berlin,atm,False,,-5100.155593051666,0.35,10,0.12,card,177.118.209.14,D2165532,11.0,2.0
T3600336,2023-09-10T02:49:47.310144,ACC827674,ACC893099,36.59,transfer,travel,Tokyo,pos,False,,4894.317459745001,2.17,1,0.93,ACH,217.75.132.228,D7258431,2.0,6.0
T573875,2023-07-15T00:16:28.807554,ACC892293,ACC165998,180.7,payment,utilities,Sydney,mobile,False,,-306.54084513055557,0.3,3,0.84,card,161.253.128.92,D7245357,0.0,5.0
T3150439,2023-06-19T23:20:33.399391,ACC967747,ACC938107,186.64,withdrawal,grocery,Singapore,web,False,,714.3532544902778,-0.66,17,0.34,ACH,109.240.234.150,D6217322,23.0,0.0
T1356464,2023-11-29T17:06:02.766622,ACC725767,ACC930063,13.28,transfer,travel,New York,mobile,False,,5648.366423182222,-1.39,19,0.44,ACH,232.80.94.139,D3956773,17.0,2.0
T911685,2023-02-08T08:29:27.270813,ACC528358,ACC376176,17.23,transfer,grocery,Dubai,mobile,False,,,2.17,14,0.51,card,175.150.36.29,D1503741,8.0,2.0
T3960903,2023-07-08T01:40:49.261774,ACC693563,ACC123028,154.94,payment,retail,Singapore,mobile,False,,-2568.284313959722,-0.1,16,0.05,wire_transfer,19.50.101.232,D4309183,1.0,5.0
T5000705,2023-05-21T19:03:36.514131,ACC804572,ACC673396,224.31,withdrawal,retail,London,atm,False,,-3991.5010508858336,-2.33,4,0.29,wire_transfer,139.66.195.134,D6800213,19.0,6.0
T967573,2023-03-22T02:54:30.041204,ACC109784,ACC596310,45.63,payment,utilities,Singapore,mobile,False,,170.5047319211111,1.01,4,0.43,ACH,61.67.234.69,D6713857,2.0,2.0
T420857,2023-07-04T19:01:51.409151,ACC277222,ACC521179,8.86,transfer,utilities,Berlin,web,True,card_not_present,2283.741303541666,-0.27,4,0.82,UPI,243.67.222.135,D5417429,19.0,1.0
T2812084,2023-02-02T23:48:55.294524,ACC431449,ACC268513,224.03,payment,utilities,Sydney,atm,False,,-7359.669989671666,0.85,17,0.09,wire_transfer,223.248.193.20,D8865676,23.0,3.0
T458679,2023-03-12T22:00:18.961808,ACC492697,ACC719891,579.19,deposit,entertainment,Singapore,mobile,True,card_not_present,-2060.241900754166,-0.77,13,0.5,wire_transfer,57.56.49.154,D6928908,22.0,6.0
T3840212,2023-06-08T20:00:31.384287,ACC855603,ACC362233,39.11,transfer,restaurant,Berlin,atm,False,,-379.42116780805554,0.16,2,0.55,ACH,55.13.129.168,D3816532,20.0,3.0
T262777,2023-10-19T11:04:46.246871,ACC201539,ACC319131,563.44,deposit,utilities,Dubai,web,False,,,-0.39,20,0.87,ACH,203.150.155.41,D2559038,11.0,3.0
T3780972,2023-08-13T19:20:34.137730,ACC830425,ACC523187,154.17,withdrawal,grocery,Tokyo,atm,False,,-526.4915601283333,-0.48,1,0.01,UPI,100.52.14.109,D4285238,19.0,6.0
T4578025,2023-06-05T09:35:28.809233,ACC473247,ACC248071,1517.76,deposit,restaurant,London,web,False,,-4673.680452302223,0.23,6,0.27,ACH,144.81.207.26,D4975141,9.0,0.0
T3253700,2023-05-10T04:47:58.057383,ACC316003,ACC990303,4.47,transfer,utilities,Dubai,mobile,False,,3009.3988207266666,0.73,6,0.2,card,114.93.85.220,D4050019,4.0,2.0
T1126865,2023-09-21T17:49:30.815002,ACC917899,ACC962860,1077.32,deposit,restaurant,New York,atm,False,,,1.03,17,0.99,wire_transfer,168.44.109.41,D1700756,17.0,3.0
T3812401,2023-11-26T23:35:27.751370,ACC730622,ACC267080,27.15,transfer,other,Berlin,pos,False,,-855.4120399366667,-0.31,2,0.17,ACH,99.92.223.116,D1384813,23.0,6.0
T4153910,2023-11-02T12:33:41.647412,ACC255759,ACC116709,32.58,transfer,restaurant,Singapore,pos,False,,6427.871410695833,-0.87,1,0.03,ACH,32.223.118.50,D7595989,12.0,3.0
T3252929,2023-02-18T07:06:03.128434,ACC690160,ACC976501,687.57,withdrawal,other,Singapore,mobile,False,,-5659.352062771389,-0.07,20,0.58,UPI,121.51.97.52,D6068748,7.0,5.0
T368564,2023-10-26T02:15:24.953063,ACC541957,ACC229092,88.63,payment,retail,Tokyo,pos,False,,,0.69,8,0.79,wire_transfer,152.72.144.5,D4662664,2.0,3.0
T4391453,2023-02-21T19:36:52.728557,ACC580344,ACC357702,320.09,withdrawal,online,London,atm,False,,-6718.391232857501,-0.6,7,0.74,wire_transfer,137.49.210.201,D8586591,19.0,1.0
T3054340,2023-06-03T22:52:22.433888,ACC931084,ACC264023,566.65,withdrawal,retail,Sydney,pos,False,,3375.072814253333,0.27,20,0.47,ACH,11.22.124.214,D9220118,22.0,5.0
T350221,2023-02-03T02:57:04.152401,ACC802445,ACC900728,200.49,payment,utilities,Dubai,web,False,,,-0.56,18,0.0,card,60.235.161.213,D2524719,2.0,4.0
T2460145,2023-02-12T19:53:54.246927,ACC885565,ACC672021,9.35,transfer,entertainment,Toronto,atm,False,,-3839.415201623055,1.62,12,0.94,UPI,231.61.14.163,D5068509,19.0,6.0
T4505833,2023-01-12T07:01:55.289582,ACC882638,ACC610835,1636.64,deposit,entertainment,Singapore,mobile,False,,-3146.657031330833,-0.03,4,0.5,UPI,202.176.148.92,D8484781,7.0,3.0
T904426,2023-04-02T21:42:36.374782,ACC443691,ACC775317,5.43,transfer,other,Sydney,mobile,False,,,0.98,1,0.47,ACH,88.68.17.25,D7064481,21.0,6.0
T4101781,2023-06-30T21:27:08.239576,ACC480441,ACC248682,14.27,payment,grocery,Dubai,mobile,False,,-3409.0302823741667,0.45,19,0.86,UPI,171.12.219.237,D1526386,21.0,4.0
T2376451,2023-06-28T17:10:37.169960,ACC519298,ACC400316,0.01,withdrawal,utilities,Dubai,atm,False,,-958.0950851663888,0.87,12,0.37,ACH,241.131.86.7,D8071245,17.0,2.0
T1636264,2023-08-21T07:43:20.244247,ACC593166,ACC438254,14.62,transfer,other,London,mobile,False,,5482.703208006667,0.05,3,0.42,ACH,252.119.59.255,D7313279,7.0,0.0
T1218542,2023-03-10T19:43:47.580711,ACC801327,ACC864371,11.25,transfer,online,London,web,False,,,-0.25,8,0.93,UPI,195.212.167.161,D7613713,19.0,4.0
T4419433,2023-07-27T11:15:11.115302,ACC119734,ACC245389,23.39,payment,retail,Tokyo,atm,False,,-2250.9152391802777,0.69,19,0.72,ACH,211.170.207.42,D8817978,11.0,3.0
T5066291,2023-05-29T01:45:23.402219,ACC556109,ACC679333,68.28,payment,retail,Toronto,atm,False,,-1201.481078770278,-0.27,4,0.47,card,95.219.200.28,D2631437,1.0,0.0
T1455884,2023-11-06T04:23:18.609654,ACC558148,ACC376314,33.19,transfer,retail,Dubai,atm,False,,,0.09,10,0.7,card,206.38.75.2,D6997218,4.0,0.0
T915093,2023-08-12T21:29:43.229303,ACC601173,ACC181074,8.06,transfer,entertainment,Toronto,web,False,,-548.6808319216667,0.31,4,0.04,wire_transfer,250.47.146.138,D4596817,21.0,5.0
T3443104,2023-03-07T06:48:02.526680,ACC156585,ACC567034,9.51,withdrawal,retail,New York,pos,False,,-880.9089073555556,1.27,13,0.2,wire_transfer,143.62.50.71,D2231359,6.0,1.0
T2885595,2023-04-23T14:21:35.409270,ACC293564,ACC300939,1564.13,deposit,restaurant,Berlin,atm,False,,1576.3019091041665,0.41,12,0.13,wire_transfer,139.128.106.159,D9651958,14.0,6.0
T3616291,2023-10-23T10:34:08.955459,ACC171742,ACC351800,58.61,payment,online,New York,mobile,False,,5772.604636361666,0.2,15,0.99,ACH,67.241.173.201,D8753036,10.0,0.0
T2186247,2023-09-04T21:31:13.065782,ACC565475,ACC321056,599.93,deposit,retail,Toronto,atm,False,,-2411.879147856111,-0.5,17,0.84,UPI,164.238.71.211,D4064826,21.0,0.0
T2392999,2023-02-19T21:59:18.167884,ACC714429,ACC118353,340.36,withdrawal,grocery,Tokyo,web,False,,-2127.399356115,-0.44,5,0.39,UPI,123.188.235.178,D8699348,21.0,6.0
T893638,2023-03-03T21:02:28.532818,ACC934018,ACC421753,24.18,payment,restaurant,London,web,False,,,0.36,11,0.58,ACH,107.158.150.161,D4218106,21.0,4.0
T1769582,2023-09-16T22:43:36.605015,ACC874371,ACC422052,0.01,deposit,travel,New York,web,False,,5666.832314536111,-1.53,14,0.04,ACH,200.181.196.200,D6588076,22.0,5.0
T1794941,2023-05-12T04:37:43.213623,ACC698410,ACC781228,213.52,withdrawal,retail,London,web,False,,-2044.1589535658336,0.56,15,0.13,UPI,57.245.184.139,D5493152,4.0,4.0
T1854090,2023-11-27T09:44:14.829828,ACC780332,ACC603426,1023.78,deposit,online,Berlin,atm,False,,2496.794420333056,0.68,4,0.02,ACH,184.249.70.143,D8490417,9.0,0.0
T2591086,2023-06-30T19:49:21.725720,ACC470362,ACC644320,6.24,transfer,other,Sydney,pos,False,,4280.014693175555,-0.68,16,0.62,card,39.237.70.155,D1529472,19.0,4.0
T1472683,2023-02-01T01:03:58.431019,ACC355298,ACC946225,694.56,deposit,travel,Toronto,mobile,False,,-7858.340978089444,-0.53,20,0.51,UPI,193.237.93.228,D7477637,1.0,2.0
T2788229,2023-06-29T08:32:04.717165,ACC457612,ACC312079,1056.61,deposit,retail,London,atm,False,,,-0.26,4,0.5,wire_transfer,131.102.224.29,D6164668,8.0,3.0
T3652415,2023-05-04T17:15:52.421682,ACC154153,ACC117942,79.63,payment,utilities,Toronto,mobile,False,,-2381.0333674891667,0.72,12,0.87,UPI,9.121.171.140,D1393040,17.0,3.0
T4001722,2023-06-24T13:06:18.439474,ACC195159,ACC812513,352.89,withdrawal,restaurant,Dubai,atm,False,,-2573.271112931945,0.93,10,0.28,ACH,45.161.73.187,D5142470,13.0,5.0
T2979862,2023-11-11T11:45:34.633895,ACC459611,ACC434551,4.99,transfer,travel,Sydney,pos,False,,2567.9737250711114,-1.18,18,0.11,card,108.37.170.54,D4060169,11.0,5.0
T2621863,2023-08-26T22:24:26.020243,ACC452904,ACC292816,13.9,transfer,travel,London,web,False,,4508.194284377222,0.38,13,0.86,ACH,170.58.28.77,D8476910,22.0,5.0
T1401234,2023-06-01T04:46:14.901553,ACC627362,ACC787309,828.83,deposit,grocery,Tokyo,pos,False,,3598.9934574616664,-0.49,18,0.75,ACH,135.241.87.50,D1153016,4.0,3.0
T1729589,2023-05-12T06:52:40.640598,ACC711439,ACC287258,1653.13,deposit,grocery,Dubai,web,False,,-5314.297916912223,0.54,6,0.07,wire_transfer,171.87.154.4,D9222586,6.0,4.0
T2613281,2023-02-22T05:49:12.087606,ACC468183,ACC487536,68.9,transfer,retail,Tokyo,pos,False,,-2560.446868936111,-0.97,5,0.97,ACH,94.107.34.209,D4450045,5.0,2.0
T4588294,2023-03-29T22:45:12.606096,ACC824587,ACC114210,0.01,withdrawal,travel,Berlin,mobile,False,,-5380.281531156388,0.45,9,0.09,wire_transfer,80.233.156.227,D4523626,22.0,2.0
T3790719,2023-02-23T04:49:46.440809,ACC626869,ACC152039,70.44,withdrawal,entertainment,Sydney,atm,False,,-6431.201364229722,0.5,3,0.33,UPI,214.154.220.5,D9236132,4.0,3.0
T1037377,2023-02-20T03:54:54.729194,ACC559753,ACC148995,55.95,transfer,restaurant,London,pos,False,,,-0.05,3,0.81,wire_transfer,29.72.178.248,D8655502,3.0,0.0
T4395095,2023-09-08T01:17:20.382778,ACC297520,ACC993214,1695.4,deposit,grocery,Sydney,mobile,False,,4185.696856698333,1.44,15,0.02,ACH,237.59.110.173,D3447906,1.0,4.0
T2959186,2023-08-24T09:37:03.998309,ACC276896,ACC933287,309.37,payment,online,Toronto,web,False,,1987.699225888889,0.3,19,0.47,ACH,95.68.126.122,D9808412,9.0,3.0
T3100533,2023-02-24T23:28:55.778410,ACC495168,ACC704107,25.13,transfer,utilities,Singapore,mobile,True,card_not_present,-1543.6267202972222,0.14,19,0.42,card,83.122.12.193,D4423250,23.0,4.0
T3415340,2023-11-30T17:59:45.178868,ACC853985,ACC545255,116.01,payment,entertainment,Tokyo,atm,False,,3118.109313474167,-0.36,6,0.46,ACH,121.23.240.206,D5339232,17.0,3.0
T2628372,2023-08-02T08:46:54.874919,ACC487744,ACC965336,79.2,deposit,entertainment,New York,pos,False,,5060.309205450555,-0.61,4,1.0,ACH,206.94.27.143,D5570598,8.0,2.0
T964282,2023-03-26T11:18:52.411169,ACC335781,ACC209729,121.43,withdrawal,online,Singapore,mobile,False,,,0.26,8,0.03,UPI,82.61.100.107,D6146927,11.0,6.0
T4300242,2023-08-31T15:49:59.217878,ACC560975,ACC778867,1012.55,deposit,restaurant,Dubai,pos,False,,4040.021496855,0.6,8,0.3,ACH,137.213.187.19,D4122976,15.0,3.0
T1608666,2023-12-08T11:41:10.039746,ACC395535,ACC796904,2378.72,deposit,online,Toronto,atm,True,card_not_present,7155.946707205,-0.92,8,0.48,card,39.187.159.28,D2150393,11.0,4.0
T1730250,2023-07-24T16:51:27.896940,ACC999573,ACC177883,13.48,payment,utilities,London,atm,False,,1257.7616541155555,0.08,11,0.34,card,164.74.163.156,D5187711,16.0,0.0
T2707334,2023-10-12T21:57:12.790558,ACC417319,ACC913503,14.28,payment,grocery,Tokyo,web,False,,3063.338543676666,2.36,3,0.37,UPI,38.246.74.43,D3884102,21.0,3.0
T653368,2023-03-15T04:48:30.463566,ACC500373,ACC151091,205.0,withdrawal,online,Berlin,pos,False,,438.5441933169444,0.29,18,0.5,UPI,189.103.18.46,D4627986,4.0,2.0
T1757456,2023-01-16T00:26:09.553469,ACC481317,ACC134104,23.99,transfer,other,Berlin,atm,False,,-3102.226724548333,0.1,2,0.65,card,56.243.3.192,D4193625,0.0,0.0
T3055210,2023-06-05T02:21:55.866642,ACC307367,ACC957748,1004.18,deposit,other,Sydney,mobile,False,,-3775.582476820278,0.49,17,0.21,ACH,172.218.56.181,D6447045,2.0,0.0
T510934,2023-12-04T23:53:21.515843,ACC922213,ACC644314,158.8,payment,other,Sydney,atm,True,card_not_present,6811.125859724167,0.08,15,0.78,UPI,64.194.113.249,D5819372,23.0,0.0
T3351078,2023-06-25T01:32:04.243211,ACC692326,ACC240935,15.63,transfer,entertainment,Sydney,mobile,False,,-4493.135144164445,0.02,20,0.32,ACH,132.5.217.255,D2094505,1.0,6.0
T5000951,2023-10-10T02:33:06.007874,ACC782682,ACC188566,394.39,withdrawal,utilities,Toronto,mobile,False,,3921.045374865556,0.68,1,0.13,card,225.87.112.9,D1503383,2.0,1.0
T4098026,2023-03-14T12:22:57.276447,ACC663789,ACC821417,195.8,withdrawal,grocery,Berlin,mobile,False,,-3520.256258991389,0.72,1,0.93,UPI,134.215.200.201,D1266322,12.0,1.0
T1068217,2023-07-30T15:14:57.309187,ACC327564,ACC438896,1372.27,deposit,restaurant,Sydney,mobile,False,,-2871.776849871111,1.45,11,0.5,UPI,48.97.221.82,D5654668,15.0,6.0
T2724289,2023-02-15T09:30:35.606013,ACC493697,ACC616494,521.94,withdrawal,retail,Berlin,pos,False,,-6575.343412465,-0.95,13,0.86,ACH,223.4.244.220,D4109940,9.0,2.0
T3523986,2023-09-16T03:20:01.828719,ACC409872,ACC955828,378.81,withdrawal,travel,Dubai,atm,False,,5020.065597050833,-0.1,14,0.15,UPI,81.150.192.246,D1183794,3.0,5.0
T131451,2023-01-06T01:11:03.634256,ACC313123,ACC155198,147.18,payment,retail,Berlin,web,False,,,-0.08,19,0.57,wire_transfer,116.87.164.72,D3932504,1.0,4.0
T4556024,2023-10-21T19:10:40.658475,ACC530581,ACC859220,721.8,deposit,grocery,Sydney,web,False,,4263.235022296389,0.09,8,0.91,ACH,59.143.185.97,D8544406,19.0,5.0
T3389611,2023-08-04T13:43:07.881481,ACC493291,ACC442382,1145.15,deposit,travel,London,web,False,,1901.2679491383335,0.03,6,0.3,card,240.168.212.14,D7086621,13.0,4.0
T3824005,2023-09-06T06:26:31.872299,ACC877322,ACC682348,21.19,payment,other,Berlin,web,False,,-2250.505761048889,0.28,15,0.48,UPI,66.146.124.236,D9311290,6.0,2.0
T2924923,2023-08-19T01:15:48.152961,ACC401489,ACC654892,10.5,transfer,retail,Sydney,mobile,False,,-3194.8481195249997,1.59,16,0.34,ACH,3.204.124.208,D2257168,1.0,5.0
T4407669,2023-06-08T23:41:27.673750,ACC813303,ACC314267,1274.19,deposit,retail,Berlin,atm,False,,1810.2845245061112,-1.12,16,0.5,UPI,128.112.218.197,D9988667,23.0,3.0
T3269001,2023-10-15T17:23:06.241365,ACC506051,ACC572756,357.26,withdrawal,utilities,New York,pos,False,,-1037.1071068608337,-0.53,20,0.69,ACH,104.32.200.67,D4238355,17.0,6.0
T2133154,2023-01-26T12:57:59.639968,ACC367609,ACC483700,71.75,payment,restaurant,Singapore,web,False,,-5014.336590195556,0.2,5,0.32,UPI,83.57.119.120,D8567802,12.0,3.0
T3015299,2023-09-01T12:46:06.062112,ACC561771,ACC622498,98.07,payment,other,London,pos,False,,3725.8103385302775,0.56,2,0.56,UPI,186.26.126.90,D1278539,12.0,4.0
T5045581,2023-06-17T16:28:59.792981,ACC575496,ACC229790,77.6,payment,other,Tokyo,atm,False,,-1552.543257091389,1.4,8,0.0,wire_transfer,60.115.87.80,D3125710,16.0,5.0
T3953634,2023-03-06T02:26:28.961651,ACC740804,ACC199415,1372.66,deposit,other,Toronto,web,False,,-280.07775666055556,0.32,18,0.12,card,102.94.135.238,D5427457,2.0,0.0
T2586249,2023-07-08T07:54:56.097589,ACC290360,ACC455280,22.76,transfer,restaurant,Singapore,web,False,,4315.205532484722,-0.25,10,0.68,ACH,150.218.224.208,D9304848,7.0,5.0
T2343961,2023-05-24T12:49:48.582298,ACC404724,ACC114270,99.39,withdrawal,retail,Berlin,web,False,,-1547.1320948069445,0.01,15,0.89,UPI,49.23.134.142,D6561606,12.0,2.0
T2387430,2023-04-22T04:02:58.408612,ACC242570,ACC432808,43.78,transfer,restaurant,Singapore,atm,False,,-473.0913450930556,0.85,20,0.29,wire_transfer,235.155.150.58,D9950237,4.0,5.0
T4474276,2023-09-24T07:59:11.434285,ACC629437,ACC425993,120.64,withdrawal,online,Berlin,atm,False,,1824.3738690569444,-1.29,6,0.73,ACH,3.92.198.195,D7201747,7.0,6.0
T4316300,2023-03-24T02:26:11.101958,ACC404186,ACC739537,29.16,transfer,travel,London,atm,False,,,-0.88,1,0.39,UPI,35.153.245.86,D8035525,2.0,4.0
T2210847,2023-01-05T08:44:30.194795,ACC223837,ACC986773,229.61,payment,entertainment,Berlin,pos,False,,,1.08,12,0.58,UPI,188.140.99.119,D1760181,8.0,3.0
T3002375,2023-07-13T14:13:27.645275,ACC559715,ACC407372,2170.97,deposit,other,Toronto,web,False,,1321.3200191894446,-1.09,7,0.54,UPI,204.157.207.189,D8627402,14.0,3.0
T2289361,2023-11-17T15:06:39.751877,ACC436560,ACC537952,0.01,withdrawal,grocery,Dubai,web,False,,,0.53,9,0.37,ACH,187.52.33.204,D5469129,15.0,4.0
T3255636,2023-04-21T21:45:27.167300,ACC106091,ACC237517,19.36,transfer,utilities,Singapore,mobile,False,,-200.7982738613889,0.58,4,0.69,ACH,94.237.91.187,D7950214,21.0,4.0
T2803880,2023-09-29T06:22:45.623262,ACC571132,ACC175678,280.15,withdrawal,grocery,Tokyo,mobile,False,,6247.4593066113885,0.28,19,0.15,UPI,241.214.16.52,D8616503,6.0,4.0
T4544638,2023-07-14T08:49:53.114096,ACC223794,ACC752422,117.49,payment,grocery,London,web,True,card_not_present,1427.1819096183335,0.6,2,0.81,wire_transfer,146.24.40.136,D5840915,8.0,4.0
T4931114,2023-01-22T10:11:17.298348,ACC123611,ACC783853,28.75,transfer,other,New York,mobile,False,,-6926.689286472222,0.65,17,0.71,ACH,130.195.186.115,D4007796,10.0,6.0
T1516609,2023-05-20T01:41:24.460517,ACC802594,ACC742836,26.71,transfer,entertainment,Tokyo,pos,False,,-3514.4699635419447,-2.81,3,0.17,card,93.192.173.79,D7380076,1.0,5.0
T4000425,2023-12-04T05:10:37.509871,ACC796642,ACC994378,108.45,payment,entertainment,London,pos,False,,5973.798521266111,0.94,2,0.09,ACH,9.77.141.52,D6693511,5.0,0.0
T2145030,2023-01-11T13:26:32.102012,ACC111519,ACC802554,199.26,withdrawal,online,London,pos,False,,-204.34219205666668,0.83,2,0.6,card,73.106.248.95,D7992686,13.0,2.0
T2773437,2023-04-17T16:39:29.009015,ACC423128,ACC440234,20.23,transfer,utilities,Singapore,mobile,False,,-1755.7361446608334,-2.61,20,0.09,ACH,104.210.61.28,D5185963,16.0,0.0
T1566126,2023-04-20T06:49:55.868980,ACC595566,ACC154194,1261.54,deposit,restaurant,Tokyo,pos,False,,-3302.3404307319447,-1.01,14,0.9,UPI,207.139.113.244,D7514119,6.0,3.0
T2907621,2023-12-20T03:45:25.539440,ACC845912,ACC333197,282.4,deposit,online,Dubai,mobile,False,,1369.4208311905556,-0.83,15,0.61,UPI,215.216.208.177,D4139165,3.0,2.0
T116607,2023-01-02T02:10:16.988321,ACC353129,ACC214521,365.14,withdrawal,other,Dubai,pos,False,,,-0.39,10,0.59,card,155.46.206.160,D2463423,2.0,0.0
T3067014,2023-03-07T02:01:50.743688,ACC648864,ACC569795,842.07,deposit,entertainment,Singapore,web,False,,-1941.4472526944444,0.45,5,0.64,ACH,42.35.222.120,D4929446,2.0,1.0
T1708556,2023-06-17T19:33:24.198319,ACC596416,ACC363083,10.48,transfer,other,Singapore,web,False,,360.7948713227778,0.91,2,0.99,card,41.208.236.24,D2414879,19.0,5.0
T1843291,2023-03-14T17:25:01.145333,ACC939561,ACC532161,64.47,payment,travel,Tokyo,atm,False,,,1.71,12,0.81,wire_transfer,253.178.91.41,D5220942,17.0,1.0
T1140624,2023-10-22T08:21:42.223273,ACC547048,ACC955990,62.63,payment,restaurant,New York,pos,False,,,0.36,8,0.52,wire_transfer,158.84.186.243,D2006438,8.0,6.0
T4420402,2023-07-15T04:40:34.643602,ACC384399,ACC360597,44.89,payment,other,Sydney,mobile,False,,-7.385616079722222,-0.63,18,0.32,ACH,78.14.3.25,D6764243,4.0,5.0
T3143103,2023-12-04T04:58:53.700321,ACC262496,ACC418412,0.77,payment,other,Toronto,mobile,False,,3098.4489045416667,-0.93,8,0.73,UPI,24.191.17.8,D9328044,4.0,0.0
T3204748,2023-08-17T06:31:58.792297,ACC541653,ACC168951,1138.26,deposit,restaurant,Toronto,mobile,False,,392.8859302161111,-0.41,15,0.62,UPI,250.144.204.69,D6574817,6.0,3.0
T3897588,2023-01-08T06:53:52.660165,ACC469991,ACC627344,5.48,payment,travel,Tokyo,mobile,False,,-1515.166628205,0.26,2,0.5,ACH,152.9.111.120,D2018881,6.0,6.0
T562323,2023-06-14T15:54:35.524354,ACC550964,ACC366656,145.66,payment,retail,Toronto,atm,False,,,0.58,15,0.03,wire_transfer,40.74.153.48,D3406309,15.0,2.0
